,names,dates,latitude,longitude,categorical,quant1,quant2,quant3
9696,b'Kamyjah',1468868590.98,59.8533157755,52.69779377060001,Category00,0.34295028257700005,1.28655297775,8723.08916624
9439,b'Edrees',1464925190.93,-6.31306399211,97.7381439039,Category04,3.28961116364,20.1967226996,9823.18705039
2291,b'Reshawn',1464802378.19,-49.711683647,44.421230716800004,Category05,0.836580715591,16.9505744067,4585.30096387
4353,b'Alhena',1474062164.14,24.558104452,-171.48423323,Category00,0.910910864324,-8.807261103039998,5743.76064453
8350,b'Marymar',1475551838.38,-3.54970907224,97.96387214709999,Category00,2.14883749063,-13.107849683,9315.54851643
9291,b'Genieva',1473642639.75,-74.1082553839,-77.1744465149,Category09,0.319254087521,21.9812899887,6720.19119535
9676,b'Maribell',1470787220.66,40.3799650881,140.911689499,Category01,2.2566486738900005,14.2987124027,1859.07285455
2581,b'Vidella',1451776525.7,78.104021682,23.6762899902,Category06,1.15866586114,-2.07590310703,3568.54435619
7858,b'Kricia',1460539154.97,13.6207236132,-98.36468744780001,Category05,1.1689950843299999,-4.9217426077,4742.37784166
2836,b'Poppie',1478379376.41,-34.2465193536,-58.6304564291,Category03,1.9628063333599999,-15.5196350316,4032.07259509
3126,b'Fateh',1479665714.11,-52.9973205904,-22.9985078096,Category05,2.2915055612599997,20.655221065,7933.53640403
1362,b'Desmond',1477066136.19,26.5967981932,120.876215359,Category05,0.372122981251,25.3298712654,3084.48791741
3410,b'Tishona',1475738733.32,11.829371245499999,-12.2010275983,Category02,3.44739345305,22.3801397589,1787.53469561
5152,b'Tamarian',1451932451.05,33.388246835,164.07585008200002,Category00,2.22867341954,4.97795167667,2676.84936458
1564,b'Yachet',1451834930.45,30.8369600867,49.0827902938,Category09,0.471822662222,2.78582167763,3805.3396784999995
8592,b'Yaeko',1464993718.95,77.0286819912,-149.679612552,Category02,0.958113018997,-17.6195916295,3468.81412401
7078,b'Aneek',1481403186.78,-20.6483796264,110.226072539,Category04,3.00942885491,13.031214245,1010.73750077
921,b'Harvis',1461840486.53,84.1616579973,2.69729854675,Category05,1.38837189597,28.2052944639,7462.94427237
3932,b'Travanti',1459537618.04,-42.4143517729,39.4735855946,Category06,2.8938273353099997,11.7402957057,5739.68743398
2299,b'Abdi',1455785083.63,4.892093830209999,19.3346546263,Category05,1.9904572781099998,-28.2649283168,2910.82422201
1091,b'Djavon',1456456600.37,-27.3824639669,-100.171355355,Category03,1.60256776435,-9.29315082918,5391.45089312
1528,b'Syril',1457489132.07,29.6234770261,-23.0724150975,Category01,1.9752761729099997,4.654248734599999,4348.49668022
5213,b'Trinnity',1478383298.92,46.6323759111,41.5503741976,Category02,0.490579627951,-8.858585584339998,6804.07170583
8419,b'Miyon',1472299824.7,52.064634750100005,-11.1601527788,Category00,3.48420474449,-13.3796626402,5573.81981181
5798,b'Chaswick',1473034698.86,18.396983321500002,161.716552576,Category00,3.28425891231,-26.73628602,2167.17569148
9226,b'Kashonna',1477578960.32,76.2623629571,145.79116533299998,Category05,1.13911911441,-27.140966223099998,3489.64709023
2116,b'Keshawna',1452002841.01,-32.482894572,33.2682778651,Category00,1.76113715563,2.33507012131,8983.36297436
1398,b'Dontravius',1461533650.99,-88.9414312911,-80.8728786073,Category09,0.24309543999299998,-11.4764401431,207.22941134
5439,b'Aliceteen',1467134474.81,-14.3905781579,118.73846419600001,Category04,1.40180495571,29.7438510547,2650.72998598
4391,b'Ellodie',1459853580.74,37.7984125662,33.236967663,Category08,0.363750055448,18.2902431262,8226.2619122
3628,b'Justiss',1453985199.6,-25.635532585300002,-32.9564468765,Category04,1.1141350113200001,8.27763344691,3777.38740266
8161,b'Tammeka',1453976655.75,-85.8017066295,-50.024484453999996,Category08,2.21255339498,17.8921916025,7702.4976022
9279,b'Arantxa',1461356111.39,37.4599762085,-11.6885122694,Category02,3.3006943919700005,10.9332738601,8932.62314728
4789,b'Saphirah',1475100735.82,20.6133037228,-124.506327953,Category07,1.23641387468,-20.081055993,4998.67001829
2120,b'Olamide',1476715387.64,-86.3256426717,-164.728760745,Category04,0.74038975992,23.4211366533,541.932236641
5170,b'Monja',1461752492.97,-40.0568737699,158.735267897,Category02,0.390959814269,20.3378082586,9690.85356836
9445,b'Zitlalli',1475807407.12,33.0622107266,-67.74090298850001,Category05,0.339456941,22.368118769200002,8328.93367907
7460,b'Vardell',1479896673.01,-51.2576918698,119.241153475,Category03,0.323132583013,28.1815722419,8550.52942562
8337,b'Aleahya',1476736334.8,-78.7791717342,-32.8054458019,Category00,2.1730793471000003,16.6017693725,9529.84578698
3933,b'Shahzoda',1459577670.66,61.325428028100006,148.033358539,Category06,1.22227083611,22.410758890100002,1015.6314913999998
9465,b'Siboney',1460816467.89,16.7095655555,149.59474057,Category09,0.941533275028,27.9999097879,2426.71252117
2957,b'Ketric',1469097612.58,68.1934106821,46.149714293100004,Category02,0.742828166287,-20.010744590199998,7685.93589886
3329,b'Majic',1470159958.85,6.92723929072,172.788804216,Category01,2.98939035723,25.9521239274,3249.24173562
6556,b'Charesse',1451624245.09,-85.2389844498,68.0391642985,Category09,3.36165994881,-4.78936070323,7503.44305152
18,b'Delancey',1473522920.54,45.301006813,-74.0024610161,Category02,2.90465928921,3.56572038185,3019.23273917
2513,b'Ariea',1481906782.43,-59.557889171199996,87.1743603647,Category03,0.159976765553,-11.8201474457,6016.09666024
6543,b'Martinez',1458693974.06,82.1792805539,92.9891205041,Category01,1.0069629427700002,-24.798707431999997,1794.75671711
4345,b'Lolly',1472647467.15,26.5728068154,-32.4560809377,Category09,0.5423902313710001,-28.1522268304,9935.17575811
7453,b'Dixy',1474298695.27,57.608945553199995,-178.01507416599998,Category00,2.81718302658,-3.4576263406699996,4605.05328548
7551,b'Meredith',1463564300.3,-84.39755604300001,-77.2908413891,Category09,1.09770699595,29.5499923239,1380.47529906
3107,b'Kaelan',1477089146.39,-14.0788768151,120.810047065,Category09,1.5052851925600002,-10.0561382899,6400.302322
5963,b'Jashona',1479096652.56,64.3996495884,72.0637148182,Category08,0.20747637081,-21.5199493812,6648.29450009
9069,b'Bonham',1453456333.17,-76.45613365140001,92.3034863462,Category03,2.9836155718799997,12.3059196564,1285.06677591
1607,b'Kierica',1470460205.48,7.99371059348,138.206903866,Category09,0.817544570297,-1.8337536367200002,914.0255115739999
7797,b'Allyna',1460407886.85,73.86313186619999,-141.038587719,Category09,3.1662433541299997,14.9777497959,8448.84095379
2634,b'Resean',1458568509.1,30.2712629593,-120.347984218,Category07,2.3949606167099997,-2.1610456982299997,490.899432321
5523,b'Yesmeen',1459274699.23,57.684790659899996,-147.33551727399998,Category00,1.27063670153,26.2902830102,4797.12352077
2290,b'Mallarie',1453705584.0,-24.32143887,106.538856944,Category01,1.03309102074,26.4940945942,8288.12847281
5302,b'Emerito',1474910478.55,-22.391239437800003,-113.33270742299999,Category04,3.15177476018,-16.5294422776,6972.48296355
1583,b'Missel',1460880039.11,-36.3441528707,115.22006948399999,Category09,2.57019620189,2.44336148379,1082.22733979
7547,b'Trillis',1459453504.29,-1.58737954925,107.035702442,Category00,3.40610061375,-29.6828046048,837.229374718
7622,b'Jamont',1459644204.59,-60.587266308500006,83.9816182582,Category06,0.258724220805,0.9817451480580001,8837.02217703
8429,b'Burnis',1478146419.11,-45.5197861757,-45.0842088038,Category04,2.07260946414,-26.418281865300003,3860.57162546
2169,b'Dayde',1461607560.44,-37.1145415001,167.656301027,Category01,3.38479960006,-5.96696356375,3098.04624558
1260,b'Lismary',1460479697.14,37.3477880996,172.50746712400002,Category01,1.6201499234299999,-29.529036044899996,2332.45586317
3905,b'Aki',1480559175.67,33.7664895841,-30.6218660773,Category04,0.553981355889,-3.9212505729900005,3786.600019
9057,b'Jocelynmarie',1453250977.3,82.2865744444,-136.808454945,Category02,2.66318582284,-26.7970548071,3193.32809203
9423,b'Abdulqadir',1479375875.71,65.6782312586,-55.0791153389,Category00,3.03284540162,13.3714805258,5004.60658644
4855,b'Burklee',1471234849.44,-0.61574614526,106.13815091200001,Category06,3.01987897549,-0.8869823791429999,7439.96242978
5791,b'Shaelin',1466083935.28,21.6224521567,163.13670060799998,Category07,1.9527817954599997,10.7046601419,388.34206810300003
9195,b'Ike',1470633993.29,-28.9915587812,142.459239968,Category04,1.0570243567200002,-13.905214257799999,6339.98128257
3374,b'Brennae',1479953956.9,38.1527140752,-26.0164977901,Category03,2.60784863516,-16.5201467177,3348.43765083
8171,b'Rajveer',1478724241.52,-83.2886898408,152.779424343,Category08,1.11032988938,-17.453458336300002,4255.61649345
5212,b'Mirsad',1458963305.14,72.43255834,127.86266495,Category09,2.6086627282599997,-13.0205945448,2666.50364419
2670,b'Gable',1460415875.5,23.4295609512,-159.910818523,Category00,0.907870962632,21.0386497531,652.713352374
6681,b'Axcel',1468458866.09,-35.7940773141,-70.4623217092,Category02,0.968300921856,13.8078146865,3208.73070479
4125,b'Daelen',1480968753.99,35.148427817,-113.83298390799999,Category08,2.1843677407700004,12.765521933099999,9501.4537948
3954,b'Jazmynne',1459779664.97,67.3965631626,30.3453893698,Category00,2.40750872487,23.273072129099997,5049.6024898999995
6530,b'Gaquan',1469390045.59,63.297284218,-5.27242973775,Category03,1.8297288160599998,-28.2378629987,5401.59971467
8550,b'Autom',1454020876.19,85.227938781,34.8357531406,Category06,0.7978065994779999,28.1552984596,406.090332718
7227,b'Tammylee',1462716388.14,-38.5192049687,-101.701877325,Category03,3.09283224176,20.008817955799998,5324.83819493
4874,b'Sumiye',1469799626.7,45.5694235736,-164.49569763,Category04,1.80374571845,-29.720035844899996,907.0716608480001
4660,b'Tiffanymarie',1478923267.55,16.7646724708,96.99732575659999,Category05,1.13021661071,-14.856864013,7384.71855771
6605,b'Maleia',1477854316.21,27.751990330599998,8.050353960630002,Category01,2.1436435289099998,-19.2021885674,8201.53246328
2243,b'Alzahra',1469279174.66,-6.584129152869999,-80.6007763306,Category05,2.72089479532,17.0293027467,3239.83269013
5482,b'Natalye',1463857855.6,9.451853847979999,147.651094348,Category02,0.971749146834,-17.9339613842,3645.54790999
6691,b'Rilen',1456010068.1,77.4540212171,-151.559769985,Category01,2.8731627824699997,25.0185452739,1752.21075749
4583,b'Danayah',1477272505.65,-88.68518742309999,35.8030245685,Category03,2.02362523993,-1.3475705380399998,4343.69440047
563,b'Anihya',1481364187.58,-12.9232892462,-156.15638277,Category06,0.831182681006,28.9572082766,2304.70377574
7928,b'Camyria',1466115407.35,31.2778811905,109.272166273,Category07,0.967769980121,19.2791889479,3228.69695843
8717,b'Colden',1474119581.74,-15.605397910799999,25.8615557724,Category02,1.89350606307,-17.531687616099997,1430.05428112
5172,b'Nahomy',1474997262.68,-57.418667079799995,41.6122483734,Category09,1.8428322122,-10.1569317161,4430.64384438
691,b'Ferrol',1466222820.25,43.4043132018,59.7622301517,Category03,1.9993869181000001,18.4767449553,4923.60242254
902,b'Daiguan',1453458576.21,-89.88789875540002,32.479087047600004,Category04,0.337265016188,-18.5552384349,6236.01845482
8065,b'Kourtnie',1456098915.34,8.41227629885,174.38129536,Category08,3.32129213509,-6.79613564085,3109.1791816
1540,b'Atoli',1463124484.9,-58.774197810299995,151.69518357799998,Category09,2.7949364078400003,-15.032249031500001,8113.16764874
6043,b'Osiria',1468357776.68,-19.8244183969,121.41308677299999,Category08,0.917506456831,0.7035899238330001,492.826551938
8172,b'Katlin',1480416671.08,-45.9770853451,92.3498637598,Category08,1.9290360098099997,21.55510476,7573.1432822
6297,b'Ghada',1470740077.41,-62.503812177600004,-35.346718878000004,Category06,0.467468992657,-19.7721540522,5145.87407158
1488,b'Kristanna',1469539809.68,-38.7102419734,-134.781267191,Category06,2.44837813023,-25.063516991900002,891.545941605
3261,b'Lolene',1454897582.24,-24.3835144451,113.370077635,Category06,2.5258007991299998,-5.169846057830001,5149.49493529
3966,b'Jessely',1474695033.47,-87.8567085425,5.00726383931,Category02,2.40732628244,-23.6251430956,2653.00432851
7638,b'Italie',1472603081.96,-26.5454891013,-103.141574189,Category06,1.29863554882,2.18297571955,6422.52570242
7299,b'Sueellen',1459672242.55,22.4530229711,109.04249959399999,Category02,0.5560265128630001,-19.4895692247,4544.75129814
5127,b'Jamilliah',1456914548.01,9.265619860960001,-58.66526509569999,Category07,3.03832158196,-3.6960390777099996,6334.5518599
8569,b'Curtia',1464134879.51,49.694998058100005,69.7170006242,Category08,2.23987624053,28.936280972600002,5539.94443661
7330,b'Terricka',1463051776.88,-4.65108340649,169.23821427,Category04,1.44465853242,17.5689001495,9049.45916564
1839,b'Shunita',1451850962.4,-14.069332004000001,-80.7988218872,Category02,1.95102889449,-14.591696969500001,9115.24687009
9440,b'Kanwal',1472208915.04,41.066952914699996,-20.5709094805,Category08,2.2758649903099997,23.8218124506,4812.34488827
9938,b'Loxie',1481207862.43,47.1721590711,-161.192262868,Category08,1.7133807535499999,16.1701742724,9929.4488636
9179,b'Archivaldo',1454600657.62,9.81965650277,-147.894849145,Category05,3.40934919992,-1.2170384428899998,2656.46499302
5536,b'Shannen',1454718803.27,63.7274954934,-179.111111643,Category01,0.162636659525,24.9434492754,6554.33960957
6199,b'Chess',1456476365.88,74.7827200402,121.312084916,Category01,1.50040699766,-23.4535454768,1834.03710251
9959,b'Azaylia',1463156904.34,4.07908587193,147.491274748,Category07,0.28275605498000006,-21.6231054801,4837.93138619
8294,b'Mayle',1480480591.93,68.88301334270001,62.542563020500005,Category06,0.709577018686,-1.0171231790200002,8312.74102757
5118,b'Riely',1481164532.98,-72.1066973178,150.185181019,Category01,0.7523990223170001,22.5000384834,9662.02777341
1386,b'Nykea',1468670765.72,-30.0277501053,13.592956039,Category01,1.5959246535799998,13.9525293336,5251.74365309
7384,b'Yoandy',1452955580.17,-77.2140537974,-81.07324385529999,Category01,3.3487783251099996,8.1488123169,5453.01462544
2812,b'Avion',1453319528.93,80.3067318009,-69.8374702935,Category01,1.34910486901,2.52553359343,9101.46572704
1346,b'Biannca',1459016222.21,47.408502484399996,128.326183571,Category07,0.314025366048,25.467418009299998,1490.08808185
3840,b'Angelli',1454147950.15,33.7360183075,81.6319195204,Category03,2.32385855383,-11.157772749100001,5600.02858022
3005,b'Onyinye',1451775569.33,-65.9909219323,27.434830645500003,Category04,0.917325272013,26.2004708065,8898.95575753
9570,b'Miroslava',1463415440.68,33.1314587912,-2.7309264794200003,Category03,3.00379704374,-3.18327993345,1704.56408628
4208,b'Ezrie',1463085003.17,-42.7590367919,103.660067807,Category04,2.5896746577700003,-10.137689615900001,7721.51130055
8833,b'Seleena',1456420188.75,5.51322904875,-74.9817786935,Category01,3.0039550380299995,26.1561262008,3677.45280468
2378,b'Andreyna',1477585313.25,15.4304228895,88.82029583299999,Category04,2.90679869375,-1.58213922008,2014.97507058
6994,b'Roslyn',1478489835.59,59.690338474099995,112.75552817799999,Category01,3.30138888369,0.617876469318,2717.82403183
7306,b'Dioseline',1474458282.08,58.8957216156,-78.0400982395,Category07,0.702429335792,-10.8427288019,6553.3226534
935,b'Orfelinda',1460525876.22,78.36988315949999,74.3205404453,Category01,0.26754801206900003,-20.1747983896,4261.02665799
4073,b'Elantra',1461532007.55,56.8648879238,-114.115540938,Category02,0.64751045179,-19.1518007676,6555.77650046
1980,b'Eshita',1477189085.43,-70.726033972,-20.7915371133,Category07,1.51116391474,-28.7768498709,8416.32454874
9759,b'Mille',1473419551.83,-78.9570385166,47.3224360611,Category08,2.90288916794,22.588730349099997,6379.07801515
1403,b'Natural',1472751896.33,7.183485966810001,-69.1024171155,Category07,1.32827366688,-24.860058150900002,2632.23160162
1643,b'Quenna',1462140682.61,44.7163671704,-141.746428851,Category06,3.48509266638,0.482907507198,4405.60812216
5375,b'Corris',1474407384.99,-31.3782948407,13.185066669100001,Category01,2.70181329088,1.9843179964400002,7433.04751723
7805,b'Shennel',1473154835.25,14.2223685418,169.70309756,Category00,0.399684363957,-24.322826993499998,1657.9287004
2780,b'Tehillah',1468018669.09,56.8500653108,103.044589026,Category09,2.16592336108,-20.2964983524,7586.95616218
6767,b'Naisean',1459671417.13,34.103451524499995,122.08124929799999,Category06,0.7261781818590001,3.0540150428799997,8661.3804269
2042,b'Laaibah',1481316754.84,-45.63597855729999,-110.783940019,Category07,1.45485562565,23.8882892086,9227.07575142
3411,b'Basmah',1473736054.51,77.455528702,-62.0510015573,Category08,0.8851631966519999,28.998861632399997,7863.44372041
7135,b'Kwmaine',1478925417.79,19.7854728904,29.4543465904,Category03,3.0995791384299998,3.6023212733,2311.44218088
4716,b'Alizayah',1458047008.33,78.7166339897,-36.5697400819,Category09,0.37452830139,-7.27957484528,7343.33632767
4361,b'Taymour',1470084681.26,-44.670710043999996,-56.7477129145,Category07,2.6850067095099996,25.9916888966,8587.23852027
9492,b'Audryna',1458865548.6,82.9488698149,-128.04532086,Category00,1.88846228905,-25.4973071716,3431.50498096
3580,b'Tykiera',1482710705.59,-53.2955045996,44.603725287399996,Category05,1.301396653,-2.33518268384,5227.66891478
317,b'Careron',1465430015.49,6.62944057205,127.41177942200001,Category08,3.39761545174,0.911836370951,6702.08542159
7037,b'Avalyse',1481348760.16,20.3540722104,-158.589479539,Category09,2.43489198126,10.1464094805,8910.65541582
5297,b'Keyuanna',1480564199.01,-27.5440748692,-133.00251227,Category03,2.2475136618400002,-2.74485510825,3885.3910462999997
1200,b'Samuele',1463435376.55,-30.547903538000003,147.21422329700002,Category03,2.86361798009,-6.30444385049,3538.80572098
4594,b'Isaiaha',1462774232.5,76.2002391371,59.9588291751,Category07,1.54056161584,24.6628405535,2487.95232902
6941,b'Naya',1465576492.17,-6.511978033559999,-53.232535785799996,Category02,2.62583969219,-22.334880631300003,7109.298003100001
4050,b'Humzah',1468835551.82,-79.5395771922,63.06117315109999,Category02,3.43258626991,-3.3061406501999997,7432.83251662
8572,b'Filicia',1479719961.71,-46.1880762862,-64.8915560285,Category03,1.4176655748,-4.57879628786,4217.98934897
2991,b'Kamiria',1465350493.29,-21.9113551955,-5.19578645012,Category06,1.8941962149200002,-22.7888987852,3546.97218165
6871,b'Cheryle',1455469557.14,-64.7642086438,131.306731805,Category03,1.39365565605,14.3963937729,5144.33707035
9903,b'Melverine',1455385498.75,43.973657868100005,-44.91868292,Category07,3.21931248233,-23.4046436661,4011.8840966
6585,b'Marissa',1459560123.21,64.7673080852,-143.936584941,Category05,0.223200370577,17.537680472799998,3546.11647571
8988,b'Peer',1482993078.02,15.9347340375,-75.5448926862,Category02,1.71254187549,24.485221795300003,1171.31212216
4483,b'Trucker',1457850145.7,-83.1699268081,50.452875445100005,Category06,2.65511361645,11.411909935699999,9978.33207072
7207,b'Marsell',1481445772.28,0.5842999593,67.4896470372,Category08,1.63054023753,22.2564708645,3959.04297423
9329,b'Lubell',1479238080.24,-41.6022719521,-153.607994325,Category09,1.04401308192,-25.8885704634,1305.11074931
5257,b'Jazen',1453384121.54,67.9999295388,-89.89483633469999,Category06,1.78228179146,-26.3519893495,8305.44545262
5196,b'Gustav',1451891916.96,14.852453967799999,119.845073462,Category03,2.54074446003,7.9077549229,8907.92895938
3915,b'Maebrie',1457715307.29,-87.4105148481,-132.471730745,Category08,1.4232937056200001,19.0639482451,5685.10178957
8698,b'Isabeya',1456941831.48,17.0276160458,-145.631574037,Category02,0.528987218493,27.705089224499996,594.525444842
284,b'Ja',1455811273.0,64.0504425979,112.624272491,Category06,0.178497433686,22.9331126378,8936.01160933
8404,b'Effrey',1469679163.25,-80.08477344949999,170.163345577,Category05,0.16953159244000002,-5.186165501650001,296.508342961
1609,b'Corderick',1457286552.05,9.918460787339999,5.87638253214,Category05,1.43893025553,11.922616478800002,1590.1124392000002
688,b'Siddarth',1455356883.87,78.9089316553,100.065800576,Category08,0.6239472588830001,13.8715821144,9005.68872321
5386,b'Afina',1459111278.48,43.4882662562,114.738402276,Category00,2.515315515,-25.5007694754,4106.14811869
9249,b'Aver',1456470872.91,-24.974442844099997,93.100175999,Category05,2.55638267916,0.6729778482269999,2808.25517719
2100,b'Shalei',1475529752.16,68.3827670388,-86.2527278469,Category00,0.0966641547681,15.899156659400001,4852.66401857
7535,b'Charleta',1455406849.07,-47.088079193199995,-174.66921686900002,Category02,2.9460729012,-18.1393229252,3971.86905648
7018,b'Wakesha',1477045906.13,-14.7434381477,105.91058219700001,Category05,3.2315483065499997,-8.04573324423,2687.75354879
5739,b'Reyez',1467953803.15,72.817420329,77.9113588309,Category07,0.907754372826,-5.02500046537,7804.51962923
3523,b'Shylee',1482942003.8,6.9015085331699995,25.4106235097,Category03,1.94247506688,-4.549541581040001,4508.87257673
6509,b'Khilee',1465600793.35,30.7815697902,-146.15715492299998,Category01,2.53032488892,1.03478805108,2187.77635515
7155,b'Carloyn',1459014072.84,-89.338644093,-113.832229349,Category09,0.11553864738299999,25.2529383218,9845.73415116
4974,b'Kornelia',1459785876.47,36.051394722,-53.8769749917,Category05,1.80512269515,-5.86864365179,9256.8830045
3150,b'Daimen',1473711752.63,-6.7421623003299995,114.824503146,Category09,2.04190828074,-19.090969932300002,4432.658756100001
1330,b'Darisha',1453195351.26,16.576252251099998,-68.1668522632,Category05,1.90432900157,1.27502322597,370.372434575
6876,b'Pedrojose',1456299623.28,79.4144242754,-140.020992922,Category01,2.13948900408,5.47556347841,6668.57875852
4467,b'Zesar',1473303765.73,-55.4972015711,106.27550270299999,Category01,0.304291090561,-0.293264768476,725.30786485
6572,b'Marterrion',1482644939.96,-73.6710023647,-140.733874625,Category03,0.413272812995,23.2382023611,6048.17858364
4754,b'Noelene',1458530022.79,9.81416763946,-69.2844936259,Category00,1.42568230961,-18.231017502,649.8503265730001
4983,b'Promisse',1457636629.22,-63.601654287799995,108.88604424,Category05,2.62757740284,-23.0638020423,515.498778787
3904,b'Sanket',1469002295.26,51.6600294671,-22.9433566537,Category05,2.47830617454,-10.429206433600001,6077.80135707
9312,b'Junus',1479635652.65,-88.5775991644,-81.867423,Category08,0.7668584070029999,24.74139279,123.30806637100001
4588,b'Giara',1457284063.73,-9.58415118771,116.679072949,Category06,2.57242661944,26.524350847199997,6097.87802745
2202,b'Khaylani',1465538551.38,-56.5912030274,-83.0241312152,Category01,2.29015244689,23.391273810900003,8588.27362372
9541,b'Darrelle',1458689273.53,-48.3134039409,-121.402047811,Category01,2.33993571772,5.52644216771,4255.62613616
9345,b'Lindell',1477029888.73,-66.5242095152,-50.8744877699,Category07,1.9900862808200002,-10.4574311211,4112.64635411
2444,b'Rochelly',1452651690.79,-1.9608046024799999,-91.4752945819,Category03,2.87865216399,5.5755834133099995,5691.43699153
2285,b'Moxie',1477279260.94,-29.635039729200003,-102.945337686,Category07,0.61967303313,18.755229606,2041.05291715
952,b'Arren',1468886704.47,31.860194539299997,-161.564380962,Category08,1.59805905849,-3.6618104558199995,5356.03954462
4445,b'Antria',1452637875.48,86.6278562057,105.808758561,Category03,0.6471184955899999,23.527913578099998,3008.5777476
1811,b'Ashrith',1471338172.48,66.6876557761,23.360569626700002,Category08,0.9491487364040001,15.208936678699999,1570.22533542
5339,b'Virgean',1453547283.53,48.9930132636,18.7224909087,Category09,0.46065146488200004,3.8732300971599996,6409.34075459
8590,b'Elmir',1455287052.81,-66.47617913810001,162.400743482,Category03,0.9441452857449999,4.1678273825800005,7958.64924354
662,b'Zyaria',1473655335.24,19.841312557000002,-150.866284988,Category02,2.64904681063,-13.7861859003,4394.57630699
9373,b'Kitwana',1469444419.47,-81.3579628176,49.0903951499,Category09,1.5244984402500001,-2.18691004011,2173.86010433
8221,b'Abrish',1460423505.23,16.5218905613,77.0442189051,Category05,0.911244349059,1.6908539303799999,4402.81755176
3190,b'Dquarious',1451918020.59,16.6025919121,-134.134340304,Category08,2.4789070840700003,26.846624574699998,6446.30347443
8031,b'Sherriann',1454826104.07,-61.2004671462,-25.7573144327,Category05,2.73645064309,15.490450541800001,177.979286577
3748,b'Gedeon',1463347109.61,-36.3024526231,46.4440442469,Category07,0.412518900336,-22.429367757199998,6715.07107042
860,b'Razaria',1460080405.91,30.633784455900003,62.168409514,Category08,2.89429672255,-7.73351416653,6.225176257
8629,b'Zaccai',1462980912.15,39.4402550326,168.655455209,Category04,1.9595553439900002,-1.18629381846,94.1852936994
7973,b'Lando',1470353611.16,-53.7779877474,-146.049677521,Category05,3.3650837524400004,-24.6409027105,617.5693233
1822,b'Anndy',1470782032.34,-54.548914133900006,-116.974746424,Category05,3.13769444477,1.89384002754,6574.50236295
7765,b'Joanann',1462690966.1,5.20772153289,97.0694080711,Category07,3.46142459247,-6.63270381956,8650.06696118
9478,b'Rowe',1465187859.17,-5.536860430269999,-93.1042526917,Category04,1.44359258236,25.284013273499998,617.678558117
6413,b'Tiana',1460231705.85,7.507716042989999,-41.0573039777,Category07,1.38982035122,24.2844622577,7543.34779768
8614,b'Midge',1479817166.53,0.40591536684,-46.34972242640001,Category02,1.54580531537,-17.9817511222,8299.809636599999
399,b'Janijah',1454310525.56,40.7123208529,139.781125953,Category04,0.0361496994122,-26.657196281100003,9723.65336664
2539,b'Lalana',1452286433.37,-8.4080077161,88.25091056059999,Category05,1.61299387088,-16.8865314133,2605.79965715
4709,b'Mackenlie',1473319556.35,-66.5366856154,121.61160363200001,Category03,2.7455642589999996,-10.3690795534,8007.71402015
3885,b'Artemisia',1474501410.98,-50.60468242859999,109.100714471,Category09,0.325974322185,17.1218041299,3321.60448766
5629,b'Janetlee',1464402551.93,-77.3869432019,-26.4999124182,Category05,1.24574750236,-15.223987725699999,8980.19935838
7695,b'Ashmi',1471716099.08,-62.3299465824,136.963120885,Category07,0.8923958233779999,-10.2605534109,2055.60159346
3310,b'Kaelea',1464121741.92,-77.1091836675,158.583380914,Category03,0.200138777067,7.91376636001,9335.91975068
4885,b'Citlally',1460570179.1,-36.644283656,149.03870814,Category07,1.14447748138,-6.961381470539999,7717.34088856
4138,b'Racqual',1482849073.96,-51.9862033675,47.9037860931,Category07,0.82786705531,-20.3215060249,2294.5330731
4677,b'Youseph',1476812168.67,8.124886868739999,-33.8717570816,Category03,1.19327369692,-2.49430507761,309.313590516
8962,b'Tikki',1478684412.11,-63.638126531400005,-146.800291652,Category02,2.94678561868,12.1045048024,8467.04161085
7194,b'Antwaine',1457749875.75,33.6482975222,-85.8569346354,Category01,2.0006180160400002,-12.8239978778,6260.46100906
2279,b'Anastasios',1467156285.24,-37.5593213744,155.120826026,Category07,2.4546036352200002,-29.5504606871,6868.04532104
6490,b'Sueko',1480966845.76,-83.9888738983,176.470360725,Category05,1.46426645064,18.220902551800002,7147.80797255
9266,b'Heavenlyjoy',1473847234.87,-33.916265474,-42.3377939636,Category04,2.4880315467700003,-22.3578831035,8798.46649776
5870,b'Ahlijah',1464645930.38,-68.4244149699,48.72087708310001,Category04,3.2892785256,-19.3020444628,4630.21608024
719,b'Kaliece',1475135959.09,34.187754122,-152.12393562399998,Category08,1.7647301489700002,15.6956190751,6328.61206257
6719,b'Mayreli',1462906290.13,-63.100056986400006,40.3615637735,Category06,2.50513251517,-14.353827118800002,9673.96526286
468,b'Tyanne',1481270415.55,-55.265191271000006,-162.217421113,Category02,3.44360636634,-16.5019729778,5949.29922329
3173,b'Soumaya',1472840615.29,32.226950816599995,87.1023542481,Category02,2.22564458345,3.10399050536,542.520677406
1823,b'Ilianah',1473281918.05,-80.2551552412,119.696080807,Category02,1.98993576229,28.452217995599998,8180.32337512
9646,b'Jahree',1475612796.63,51.6872899201,-176.103995927,Category08,2.42568923885,11.003213866600001,1774.22679229
2416,b'Sonceria',1469425018.06,47.277808077799996,69.1795948646,Category06,1.9021198456900001,-0.731603032842,3492.27766977
6437,b'Teyla',1470446928.29,-10.8591208876,47.787314575500005,Category01,1.2909840032,2.1236959704099996,5341.60861694
